NumeroTareas Segundos
5,0.0
6,0.0
7,.003
8,.011
9,.027
10,.083
11,.069
12,.201
13,.250
14,.612
15,.467
16,1.050
17,1.150
18,1.963
19,3.240
20,7.647
21,4.302
22,10.674
23,11.781
24,23.282
25,32.246
26,39.913
